"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.annotatedResult.boundingBoxes","Answer.annotatedResult.inputImageProperties.height","Answer.annotatedResult.inputImageProperties.width","Approve","Reject"
"3QREJ3J44ALV8KAJHN66NO8XQRLLKV","3JPJI0S3VVH68DFNZNSUYHM3QPU9QT","Draw bounding boxes around manholes and inlets","Draw bounding boxes around all the occurances of manholes and inlets","bounding box","$0.01","Mon Mar 08 17:23:00 PST 2021","4","BatchId:4359987;OriginalHitTemplateId:928390838;","300","259200","Mon Mar 15 18:23:00 PDT 2021","","","34Q075JO151IS7X4AMJ789FYI3X100","A30D8MIQNPEC5V","Submitted","Mon Mar 08 20:27:43 PST 2021","Mon Mar 08 20:28:02 PST 2021","Thu Mar 11 20:28:02 PST 2021","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","https://stanford-street.s3-us-west-2.amazonaws.com/359_89.jpg","[{""height"":22,""label"":""Manhole"",""left"":71,""top"":346,""width"":50}]","640","640"
"3QREJ3J44ALV8KAJHN66NO8XQRLLKV","3JPJI0S3VVH68DFNZNSUYHM3QPU9QT","Draw bounding boxes around manholes and inlets","Draw bounding boxes around all the occurances of manholes and inlets","bounding box","$0.01","Mon Mar 08 17:23:00 PST 2021","4","BatchId:4359987;OriginalHitTemplateId:928390838;","300","259200","Mon Mar 15 18:23:00 PDT 2021","","","36TFCYNS4CY1T8OTFNBZ9AIG9X1XH9","A1R212A30YI8P5","Submitted","Mon Mar 08 18:00:09 PST 2021","Mon Mar 08 18:00:37 PST 2021","Thu Mar 11 18:00:37 PST 2021","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","https://stanford-street.s3-us-west-2.amazonaws.com/359_89.jpg","[{""height"":35,""label"":""Manhole"",""left"":62,""top"":341,""width"":59},{""height"":23,""label"":""Inlet"",""left"":613,""top"":253,""width"":27}]","640","640"
"3QREJ3J44ALV8KAJHN66NO8XQRLLKV","3JPJI0S3VVH68DFNZNSUYHM3QPU9QT","Draw bounding boxes around manholes and inlets","Draw bounding boxes around all the occurances of manholes and inlets","bounding box","$0.01","Mon Mar 08 17:23:00 PST 2021","4","BatchId:4359987;OriginalHitTemplateId:928390838;","300","259200","Mon Mar 15 18:23:00 PDT 2021","","","3KKG4CDWKQMHG0I0X0L2ZINUXRZ49Q","A3S5DWMCT53P8","Submitted","Mon Mar 08 20:22:36 PST 2021","Mon Mar 08 20:24:54 PST 2021","Thu Mar 11 20:24:54 PST 2021","","","","138","0% (0/0)","0% (0/0)","0% (0/0)","https://stanford-street.s3-us-west-2.amazonaws.com/359_89.jpg","[{""height"":39,""label"":""Manhole"",""left"":60,""top"":336,""width"":71}]","640","640"
"3QREJ3J44ALV8KAJHN66NO8XQRLLKV","3JPJI0S3VVH68DFNZNSUYHM3QPU9QT","Draw bounding boxes around manholes and inlets","Draw bounding boxes around all the occurances of manholes and inlets","bounding box","$0.01","Mon Mar 08 17:23:00 PST 2021","4","BatchId:4359987;OriginalHitTemplateId:928390838;","300","259200","Mon Mar 15 18:23:00 PDT 2021","","","3O6CYIULELPR9UPN5HMCQ6TZU2MUW1","A2H90QIP05I3LU","Submitted","Mon Mar 08 17:30:20 PST 2021","Mon Mar 08 17:30:36 PST 2021","Thu Mar 11 17:30:36 PST 2021","","","","16","100% (68/68)","100% (68/68)","100% (68/68)","https://stanford-street.s3-us-west-2.amazonaws.com/359_89.jpg","[{""height"":51,""label"":""Manhole"",""left"":63,""top"":332,""width"":73}]","640","640"
"3FO95NVK6JO4Z1I4RGC40M86DDNSR9","3JPJI0S3VVH68DFNZNSUYHM3QPU9QT","Draw bounding boxes around manholes and inlets","Draw bounding boxes around all the occurances of manholes and inlets","bounding box","$0.01","Mon Mar 08 17:23:00 PST 2021","4","BatchId:4359987;OriginalHitTemplateId:928390838;","300","259200","Mon Mar 15 18:23:00 PDT 2021","","","32M8BPYGA1AQ3H4NWVTGL0J06M8IGN","ATIGCUKIPNWG0","Submitted","Mon Mar 08 22:01:00 PST 2021","Mon Mar 08 22:01:32 PST 2021","Thu Mar 11 22:01:32 PST 2021","","","","32","0% (0/0)","0% (0/0)","0% (0/0)","https://stanford-street.s3-us-west-2.amazonaws.com/387_269.jpg","[{""height"":27,""label"":""Manhole"",""left"":461,""top"":299,""width"":26},{""height"":6,""label"":""Manhole"",""left"":280,""top"":354,""width"":6}]","640","640"
"3FO95NVK6JO4Z1I4RGC40M86DDNSR9","3JPJI0S3VVH68DFNZNSUYHM3QPU9QT","Draw bounding boxes around manholes and inlets","Draw bounding boxes around all the occurances of manholes and inlets","bounding box","$0.01","Mon Mar 08 17:23:00 PST 2021","4","BatchId:4359987;OriginalHitTemplateId:928390838;","300","259200","Mon Mar 15 18:23:00 PDT 2021","","","3570Y55XZX7CTHJS0DFJ7ODOW56GYR","A3FPQGM967TJER","Submitted","Mon Mar 08 22:04:04 PST 2021","Mon Mar 08 22:04:12 PST 2021","Thu Mar 11 22:04:12 PST 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://stanford-street.s3-us-west-2.amazonaws.com/387_269.jpg","[{""height"":23,""label"":""Manhole"",""left"":468,""top"":309,""width"":28}]","640","640"
"3FO95NVK6JO4Z1I4RGC40M86DDNSR9","3JPJI0S3VVH68DFNZNSUYHM3QPU9QT","Draw bounding boxes around manholes and inlets","Draw bounding boxes around all the occurances of manholes and inlets","bounding box","$0.01","Mon Mar 08 17:23:00 PST 2021","4","BatchId:4359987;OriginalHitTemplateId:928390838;","300","259200","Mon Mar 15 18:23:00 PDT 2021","","","3PJUZCGDJE4IZ15293BFGU3ZZD1897","A30ENTLELXJH32","Submitted","Mon Mar 08 20:53:10 PST 2021","Mon Mar 08 20:53:37 PST 2021","Thu Mar 11 20:53:37 PST 2021","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","https://stanford-street.s3-us-west-2.amazonaws.com/387_269.jpg","[{""height"":29,""label"":""Manhole"",""left"":457,""top"":305,""width"":39},{""height"":11,""label"":""Manhole"",""left"":395,""top"":257,""width"":21},{""height"":9,""label"":""Manhole"",""left"":371,""top"":244,""width"":14}]","640","640"
"3FO95NVK6JO4Z1I4RGC40M86DDNSR9","3JPJI0S3VVH68DFNZNSUYHM3QPU9QT","Draw bounding boxes around manholes and inlets","Draw bounding boxes around all the occurances of manholes and inlets","bounding box","$0.01","Mon Mar 08 17:23:00 PST 2021","4","BatchId:4359987;OriginalHitTemplateId:928390838;","300","259200","Mon Mar 15 18:23:00 PDT 2021","","","3TVRFO09GS33F47J68QX12BNQGSXL2","A3S5DWMCT53P8","Submitted","Mon Mar 08 21:08:38 PST 2021","Mon Mar 08 21:12:41 PST 2021","Thu Mar 11 21:12:41 PST 2021","","","","243","0% (0/0)","0% (0/0)","0% (0/0)","https://stanford-street.s3-us-west-2.amazonaws.com/387_269.jpg","[{""height"":18,""label"":""Manhole"",""left"":457,""top"":310,""width"":39}]","640","640"
"3CMV9YRYQAP0X041Z26UM98KB2LLJW","3JPJI0S3VVH68DFNZNSUYHM3QPU9QT","Draw bounding boxes around manholes and inlets","Draw bounding boxes around all the occurances of manholes and inlets","bounding box","$0.01","Mon Mar 08 17:23:00 PST 2021","4","BatchId:4359987;OriginalHitTemplateId:928390838;","300","259200","Mon Mar 15 18:23:00 PDT 2021","","","35GCEFQ6IDCB4VH91KAI21XHYUS3ZK","A3S5DWMCT53P8","Submitted","Mon Mar 08 20:22:22 PST 2021","Mon Mar 08 20:23:55 PST 2021","Thu Mar 11 20:23:55 PST 2021","","","","93","0% (0/0)","0% (0/0)","0% (0/0)","https://stanford-street.s3-us-west-2.amazonaws.com/394_269.jpg","[{""height"":82,""label"":""Manhole"",""left"":113,""top"":430,""width"":101},{""height"":30,""label"":""Inlet"",""left"":562,""top"":361,""width"":78}]","640","640"
"3CMV9YRYQAP0X041Z26UM98KB2LLJW","3JPJI0S3VVH68DFNZNSUYHM3QPU9QT","Draw bounding boxes around manholes and inlets","Draw bounding boxes around all the occurances of manholes and inlets","bounding box","$0.01","Mon Mar 08 17:23:00 PST 2021","4","BatchId:4359987;OriginalHitTemplateId:928390838;","300","259200","Mon Mar 15 18:23:00 PDT 2021","","","3NS0A6KXCCWCY7TXWZH2LVMQ2ZXGZ5","A19GSU0ST2SIMW","Submitted","Mon Mar 08 20:22:46 PST 2021","Mon Mar 08 20:23:08 PST 2021","Thu Mar 11 20:23:08 PST 2021","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","https://stanford-street.s3-us-west-2.amazonaws.com/394_269.jpg","[{""height"":64,""label"":""Manhole"",""left"":109,""top"":439,""width"":100},{""height"":25,""label"":""Inlet"",""left"":544,""top"":363,""width"":95}]","640","640"
"3CMV9YRYQAP0X041Z26UM98KB2LLJW","3JPJI0S3VVH68DFNZNSUYHM3QPU9QT","Draw bounding boxes around manholes and inlets","Draw bounding boxes around all the occurances of manholes and inlets","bounding box","$0.01","Mon Mar 08 17:23:00 PST 2021","4","BatchId:4359987;OriginalHitTemplateId:928390838;","300","259200","Mon Mar 15 18:23:00 PDT 2021","","","3SITXWYCN3XR2VL7FV13NZFIEM8XB9","A2RVSBEHUCNC6K","Submitted","Mon Mar 08 20:27:00 PST 2021","Mon Mar 08 20:27:34 PST 2021","Thu Mar 11 20:27:34 PST 2021","","","","34","100% (99/99)","100% (99/99)","100% (99/99)","https://stanford-street.s3-us-west-2.amazonaws.com/394_269.jpg","[{""height"":78,""label"":""Manhole"",""left"":116,""top"":432,""width"":97},{""height"":29,""label"":""Inlet"",""left"":566,""top"":364,""width"":74}]","640","640"
"3CMV9YRYQAP0X041Z26UM98KB2LLJW","3JPJI0S3VVH68DFNZNSUYHM3QPU9QT","Draw bounding boxes around manholes and inlets","Draw bounding boxes around all the occurances of manholes and inlets","bounding box","$0.01","Mon Mar 08 17:23:00 PST 2021","4","BatchId:4359987;OriginalHitTemplateId:928390838;","300","259200","Mon Mar 15 18:23:00 PDT 2021","","","3TDXMTX3CJIO6OFHKIKU996BC8VI6B","AKXY2ATEM5DC2","Submitted","Mon Mar 08 20:37:35 PST 2021","Mon Mar 08 20:37:55 PST 2021","Thu Mar 11 20:37:55 PST 2021","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","https://stanford-street.s3-us-west-2.amazonaws.com/394_269.jpg","[{""height"":91,""label"":""Inlet"",""left"":109,""top"":421,""width"":104},{""height"":38,""label"":""Manhole"",""left"":551,""top"":357,""width"":87}]","640","640"
"302U8RURK6PZCV7GS40S2PN3BKSNVL","3JPJI0S3VVH68DFNZNSUYHM3QPU9QT","Draw bounding boxes around manholes and inlets","Draw bounding boxes around all the occurances of manholes and inlets","bounding box","$0.01","Mon Mar 08 17:23:00 PST 2021","4","BatchId:4359987;OriginalHitTemplateId:928390838;","300","259200","Mon Mar 15 18:23:00 PDT 2021","","","34HJIJKLPDKFD7V301QYR0CROJPV44","A3S5DWMCT53P8","Submitted","Mon Mar 08 21:08:12 PST 2021","Mon Mar 08 21:10:11 PST 2021","Thu Mar 11 21:10:11 PST 2021","","","","119","0% (0/0)","0% (0/0)","0% (0/0)","https://stanford-street.s3-us-west-2.amazonaws.com/322_359.jpg","[{""height"":43,""label"":""Inlet"",""left"":242,""top"":347,""width"":67},{""height"":19,""label"":""Inlet"",""left"":270,""top"":284,""width"":52},{""height"":9,""label"":""Inlet"",""left"":292,""top"":237,""width"":22},{""height"":14,""label"":""Inlet"",""left"":460,""top"":388,""width"":18}]","640","640"
